=== 2026-01-31T05:18:32 doc_id=552 page=5 phase=pass1 steps=1404 min_openxml_idx=50 pdf_units=175 openxml_units=62 ===
[0] Block0 Char="1" PDF[0] -> U0(pdf_1) OX[387] -> U6(108240) | SKIP cross_page_backward: openxml_idx=6 < min_from_prev_page=50
[1093] Block8 Char="r" PDF[1103] -> U134(pdf_135) OX[7041] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1094] Block8 Char="i" PDF[1104] -> U134(pdf_135) OX[7042] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1095] Block8 Char="n" PDF[1105] -> U134(pdf_135) OX[7043] -> U61(108295) | MATCH continue_existing_assignment cnt:10
[1096] Block8 Char="g" PDF[1106] -> U134(pdf_135) OX[7044] -> U61(108295) | MATCH continue_existing_assignment cnt:11
[1097] Block8 Char="m" PDF[1107] -> U135(pdf_136) OX[7045] -> U61(108295) | MATCH new_assignment cnt:1
[1098] Block8 Char="e" PDF[1108] -> U135(pdf_136) OX[7046] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1099] Block8 Char="m" PDF[1109] -> U135(pdf_136) OX[7047] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1100] Block8 Char="u" PDF[1110] -> U135(pdf_136) OX[7048] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1101] Block8 Char="n" PDF[1111] -> U135(pdf_136) OX[7049] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1102] Block8 Char="g" PDF[1112] -> U135(pdf_136) OX[7050] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1103] Block8 Char="k" PDF[1113] -> U135(pdf_136) OX[7051] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1104] Block8 Char="i" PDF[1114] -> U135(pdf_136) OX[7052] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1105] Block8 Char="n" PDF[1115] -> U135(pdf_136) OX[7053] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1106] Block8 Char="k" PDF[1116] -> U135(pdf_136) OX[7054] -> U61(108295) | MATCH continue_existing_assignment cnt:10
[1107] Block8 Char="a" PDF[1117] -> U135(pdf_136) OX[7055] -> U61(108295) | MATCH continue_existing_assignment cnt:11
[1108] Block8 Char="n" PDF[1118] -> U135(pdf_136) OX[7056] -> U61(108295) | MATCH continue_existing_assignment cnt:12
[1109] Block8 Char="t" PDF[1119] -> U136(pdf_137) OX[7057] -> U61(108295) | MATCH new_assignment cnt:1
[1110] Block8 Char="e" PDF[1120] -> U136(pdf_137) OX[7058] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1111] Block8 Char="r" PDF[1121] -> U136(pdf_137) OX[7059] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1112] Block8 Char="c" PDF[1122] -> U136(pdf_137) OX[7060] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1113] Block8 Char="i" PDF[1123] -> U136(pdf_137) OX[7061] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1114] Block8 Char="p" PDF[1124] -> U136(pdf_137) OX[7062] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1115] Block8 Char="t" PDF[1125] -> U136(pdf_137) OX[7063] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1116] Block8 Char="a" PDF[1126] -> U136(pdf_137) OX[7064] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1117] Block8 Char="n" PDF[1127] -> U136(pdf_137) OX[7065] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1118] Block8 Char="y" PDF[1128] -> U136(pdf_137) OX[7066] -> U61(108295) | MATCH continue_existing_assignment cnt:10
[1119] Block8 Char="a" PDF[1129] -> U136(pdf_137) OX[7067] -> U61(108295) | MATCH continue_existing_assignment cnt:11
[1120] Block8 Char="s" PDF[1130] -> U137(pdf_138) OX[7068] -> U61(108295) | MATCH new_assignment cnt:1
[1121] Block8 Char="i" PDF[1131] -> U137(pdf_138) OX[7069] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1122] Block8 Char="s" PDF[1132] -> U137(pdf_138) OX[7070] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1123] Block8 Char="t" PDF[1133] -> U137(pdf_138) OX[7071] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1124] Block8 Char="e" PDF[1134] -> U137(pdf_138) OX[7072] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1125] Block8 Char="m" PDF[1135] -> U137(pdf_138) OX[7073] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1126] Block8 Char="r" PDF[1136] -> U138(pdf_139) OX[7074] -> U61(108295) | MATCH new_assignment cnt:1
[1127] Block8 Char="e" PDF[1137] -> U138(pdf_139) OX[7075] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1128] Block8 Char="k" PDF[1138] -> U138(pdf_139) OX[7076] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1129] Block8 Char="o" PDF[1139] -> U138(pdf_139) OX[7077] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1130] Block8 Char="m" PDF[1140] -> U138(pdf_139) OX[7078] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1131] Block8 Char="e" PDF[1141] -> U138(pdf_139) OX[7079] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1132] Block8 Char="n" PDF[1142] -> U138(pdf_139) OX[7080] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1133] Block8 Char="d" PDF[1143] -> U138(pdf_139) OX[7081] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1134] Block8 Char="a" PDF[1144] -> U138(pdf_139) OX[7082] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1135] Block8 Char="s" PDF[1145] -> U138(pdf_139) OX[7083] -> U61(108295) | MATCH continue_existing_assignment cnt:10
[1136] Block8 Char="i" PDF[1146] -> U138(pdf_139) OX[7084] -> U61(108295) | MATCH continue_existing_assignment cnt:11
[1137] Block8 Char="o" PDF[1147] -> U139(pdf_140) OX[7085] -> U61(108295) | MATCH new_assignment cnt:1
[1138] Block8 Char="t" PDF[1148] -> U139(pdf_140) OX[7086] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1139] Block8 Char="o" PDF[1149] -> U139(pdf_140) OX[7087] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1140] Block8 Char="m" PDF[1150] -> U139(pdf_140) OX[7088] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1141] Block8 Char="a" PDF[1151] -> U139(pdf_140) OX[7089] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1142] Block8 Char="t" PDF[1152] -> U139(pdf_140) OX[7090] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1143] Block8 Char="i" PDF[1153] -> U139(pdf_140) OX[7091] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1144] Block8 Char="s" PDF[1154] -> U139(pdf_140) OX[7092] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1145] Block8 Char="b" PDF[1155] -> U140(pdf_141) OX[7093] -> U61(108295) | MATCH new_assignment cnt:1
[1146] Block8 Char="e" PDF[1156] -> U140(pdf_141) OX[7094] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1147] Block8 Char="r" PDF[1157] -> U140(pdf_141) OX[7095] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1148] Block8 Char="b" PDF[1158] -> U140(pdf_141) OX[7096] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1149] Block8 Char="a" PDF[1159] -> U140(pdf_141) OX[7097] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1150] Block8 Char="s" PDF[1160] -> U140(pdf_141) OX[7098] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1151] Block8 Char="i" PDF[1161] -> U140(pdf_141) OX[7099] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1152] Block8 Char="s" PDF[1162] -> U140(pdf_141) OX[7100] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1153] Block8 Char="b" PDF[1163] -> U141(pdf_142) OX[7101] -> U61(108295) | MATCH new_assignment cnt:1
[1154] Block8 Char="a" PDF[1164] -> U141(pdf_142) OX[7102] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1155] Block8 Char="h" PDF[1165] -> U141(pdf_142) OX[7103] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1156] Block8 Char="a" PDF[1166] -> U141(pdf_142) OX[7104] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1157] Block8 Char="s" PDF[1167] -> U141(pdf_142) OX[7105] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1158] Block8 Char="a" PDF[1168] -> U141(pdf_142) OX[7106] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1159] Block8 Char="a" PDF[1169] -> U142(pdf_143) OX[7107] -> U61(108295) | MATCH new_assignment cnt:1
[1160] Block8 Char="l" PDF[1170] -> U142(pdf_143) OX[7108] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1161] Block8 Char="a" PDF[1171] -> U142(pdf_143) OX[7109] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1162] Block8 Char="m" PDF[1172] -> U142(pdf_143) OX[7110] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1163] Block8 Char="i" PDF[1173] -> U142(pdf_143) OX[7111] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1164] Block8 Char="y" PDF[1174] -> U143(pdf_144) OX[7112] -> U61(108295) | MATCH new_assignment cnt:1
[1165] Block8 Char="a" PDF[1175] -> U143(pdf_144) OX[7113] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1166] Block8 Char="n" PDF[1176] -> U143(pdf_144) OX[7114] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1167] Block8 Char="g" PDF[1177] -> U143(pdf_144) OX[7115] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1168] Block8 Char="l" PDF[1178] -> U144(pdf_145) OX[7116] -> U61(108295) | MATCH new_assignment cnt:1
[1169] Block8 Char="e" PDF[1179] -> U144(pdf_145) OX[7117] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1170] Block8 Char="b" PDF[1180] -> U144(pdf_145) OX[7118] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1171] Block8 Char="i" PDF[1181] -> U144(pdf_145) OX[7119] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1172] Block8 Char="h" PDF[1182] -> U144(pdf_145) OX[7120] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1173] Block8 Char="a" PDF[1183] -> U145(pdf_146) OX[7121] -> U61(108295) | MATCH new_assignment cnt:1
[1174] Block8 Char="d" PDF[1184] -> U145(pdf_146) OX[7122] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1175] Block8 Char="a" PDF[1185] -> U145(pdf_146) OX[7123] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1176] Block8 Char="p" PDF[1186] -> U145(pdf_146) OX[7124] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1177] Block8 Char="t" PDF[1187] -> U145(pdf_146) OX[7125] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1178] Block8 Char="i" PDF[1188] -> U145(pdf_146) OX[7126] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1179] Block8 Char="f" PDF[1189] -> U145(pdf_146) OX[7127] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1180] Block8 Char="," PDF[1190] -> U145(pdf_146) OX[7128] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1181] Block8 Char="i" PDF[1191] -> U146(pdf_147) OX[7129] -> U61(108295) | MATCH new_assignment cnt:1
[1182] Block8 Char="n" PDF[1192] -> U146(pdf_147) OX[7130] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1183] Block8 Char="t" PDF[1193] -> U146(pdf_147) OX[7131] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1184] Block8 Char="u" PDF[1194] -> U146(pdf_147) OX[7132] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1185] Block8 Char="i" PDF[1195] -> U146(pdf_147) OX[7133] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1186] Block8 Char="t" PDF[1196] -> U146(pdf_147) OX[7134] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1187] Block8 Char="i" PDF[1197] -> U146(pdf_147) OX[7135] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1188] Block8 Char="f" PDF[1198] -> U146(pdf_147) OX[7136] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1189] Block8 Char="," PDF[1199] -> U146(pdf_147) OX[7137] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1190] Block8 Char="d" PDF[1200] -> U147(pdf_148) OX[7138] -> U61(108295) | MATCH new_assignment cnt:1
[1191] Block8 Char="a" PDF[1201] -> U147(pdf_148) OX[7139] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1192] Block8 Char="n" PDF[1202] -> U147(pdf_148) OX[7140] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1193] Block8 Char="s" PDF[1203] -> U148(pdf_149) OX[7141] -> U61(108295) | MATCH new_assignment cnt:1
[1194] Block8 Char="e" PDF[1204] -> U148(pdf_149) OX[7142] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1195] Block8 Char="s" PDF[1205] -> U148(pdf_149) OX[7143] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1196] Block8 Char="u" PDF[1206] -> U148(pdf_149) OX[7144] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1197] Block8 Char="a" PDF[1207] -> U148(pdf_149) OX[7145] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1198] Block8 Char="i" PDF[1208] -> U148(pdf_149) OX[7146] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1199] Block8 Char="d" PDF[1209] -> U149(pdf_150) OX[7147] -> U61(108295) | MATCH new_assignment cnt:1
[1200] Block8 Char="e" PDF[1210] -> U149(pdf_150) OX[7148] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1201] Block8 Char="n" PDF[1211] -> U149(pdf_150) OX[7149] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1202] Block8 Char="g" PDF[1212] -> U149(pdf_150) OX[7150] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1203] Block8 Char="a" PDF[1213] -> U149(pdf_150) OX[7151] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1204] Block8 Char="n" PDF[1214] -> U149(pdf_150) OX[7152] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1205] Block8 Char="k" PDF[1215] -> U150(pdf_151) OX[7153] -> U61(108295) | MATCH new_assignment cnt:1
[1206] Block8 Char="o" PDF[1216] -> U150(pdf_151) OX[7154] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1207] Block8 Char="n" PDF[1217] -> U150(pdf_151) OX[7155] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1208] Block8 Char="t" PDF[1218] -> U150(pdf_151) OX[7156] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1209] Block8 Char="e" PDF[1219] -> U150(pdf_151) OX[7157] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1210] Block8 Char="k" PDF[1220] -> U150(pdf_151) OX[7158] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1211] Block8 Char="s" PDF[1221] -> U150(pdf_151) OX[7159] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1212] Block8 Char="a" PDF[1222] -> U151(pdf_152) OX[7160] -> U61(108295) | MATCH new_assignment cnt:1
[1213] Block8 Char="k" PDF[1223] -> U151(pdf_152) OX[7161] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1214] Block8 Char="a" PDF[1224] -> U151(pdf_152) OX[7162] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1215] Block8 Char="d" PDF[1225] -> U151(pdf_152) OX[7163] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1216] Block8 Char="e" PDF[1226] -> U151(pdf_152) OX[7164] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1217] Block8 Char="m" PDF[1227] -> U151(pdf_152) OX[7165] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1218] Block8 Char="i" PDF[1228] -> U151(pdf_152) OX[7166] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1219] Block8 Char="k" PDF[1229] -> U151(pdf_152) OX[7167] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1220] Block8 Char="p" PDF[1230] -> U152(pdf_153) OX[7168] -> U61(108295) | MATCH new_assignment cnt:1
[1221] Block8 Char="e" PDF[1231] -> U152(pdf_153) OX[7169] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1222] Block8 Char="n" PDF[1232] -> U152(pdf_153) OX[7170] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1223] Block8 Char="g" PDF[1233] -> U152(pdf_153) OX[7171] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1224] Block8 Char="g" PDF[1234] -> U152(pdf_153) OX[7172] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1225] Block8 Char="u" PDF[1235] -> U152(pdf_153) OX[7173] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1226] Block8 Char="n" PDF[1236] -> U152(pdf_153) OX[7174] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1227] Block8 Char="a" PDF[1237] -> U152(pdf_153) OX[7175] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1228] Block8 Char="." PDF[1238] -> U152(pdf_153) OX[7176] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1229] Block8 Char="p" PDF[1239] -> U153(pdf_154) OX[7177] -> U61(108295) | MATCH new_assignment cnt:1
[1230] Block8 Char="e" PDF[1240] -> U153(pdf_154) OX[7178] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1231] Block8 Char="n" PDF[1241] -> U153(pdf_154) OX[7179] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1232] Block8 Char="d" PDF[1242] -> U153(pdf_154) OX[7180] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1233] Block8 Char="e" PDF[1243] -> U153(pdf_154) OX[7181] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1234] Block8 Char="k" PDF[1244] -> U153(pdf_154) OX[7182] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1235] Block8 Char="a" PDF[1245] -> U153(pdf_154) OX[7183] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1236] Block8 Char="t" PDF[1246] -> U153(pdf_154) OX[7184] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1237] Block8 Char="a" PDF[1247] -> U153(pdf_154) OX[7185] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1238] Block8 Char="n" PDF[1248] -> U153(pdf_154) OX[7186] -> U61(108295) | MATCH continue_existing_assignment cnt:10
[1239] Block8 Char="i" PDF[1249] -> U154(pdf_155) OX[7187] -> U61(108295) | MATCH new_assignment cnt:1
[1240] Block8 Char="n" PDF[1250] -> U154(pdf_155) OX[7188] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1241] Block8 Char="i" PDF[1251] -> U154(pdf_155) OX[7189] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1242] Block8 Char="m" PDF[1252] -> U155(pdf_156) OX[7190] -> U61(108295) | MATCH new_assignment cnt:1
[1243] Block8 Char="e" PDF[1253] -> U155(pdf_156) OX[7191] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1244] Block8 Char="n" PDF[1254] -> U155(pdf_156) OX[7192] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1245] Block8 Char="j" PDF[1255] -> U155(pdf_156) OX[7193] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1246] Block8 Char="a" PDF[1256] -> U155(pdf_156) OX[7194] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1247] Block8 Char="d" PDF[1257] -> U155(pdf_156) OX[7195] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1248] Block8 Char="i" PDF[1258] -> U155(pdf_156) OX[7196] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1249] Block8 Char="b" PDF[1259] -> U156(pdf_157) OX[7197] -> U61(108295) | MATCH new_assignment cnt:1
[1250] Block8 Char="e" PDF[1260] -> U156(pdf_157) OX[7198] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1251] Block8 Char="n" PDF[1261] -> U156(pdf_157) OX[7199] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1252] Block8 Char="t" PDF[1262] -> U156(pdf_157) OX[7200] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1253] Block8 Char="u" PDF[1263] -> U156(pdf_157) OX[7201] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1254] Block8 Char="k" PDF[1264] -> U156(pdf_157) OX[7202] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1255] Block8 Char="k" PDF[1265] -> U157(pdf_158) OX[7203] -> U61(108295) | MATCH new_assignment cnt:1
[1256] Block8 Char="o" PDF[1266] -> U157(pdf_158) OX[7204] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1257] Block8 Char="n" PDF[1267] -> U157(pdf_158) OX[7205] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1258] Block8 Char="k" PDF[1268] -> U157(pdf_158) OX[7206] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1259] Block8 Char="r" PDF[1269] -> U157(pdf_158) OX[7207] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1260] Block8 Char="e" PDF[1270] -> U157(pdf_158) OX[7208] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1261] Block8 Char="t" PDF[1271] -> U157(pdf_158) OX[7209] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1262] Block8 Char="p" PDF[1272] -> U158(pdf_159) OX[7210] -> U61(108295) | MATCH new_assignment cnt:1
[1263] Block8 Char="e" PDF[1273] -> U158(pdf_159) OX[7211] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1264] Block8 Char="n" PDF[1274] -> U158(pdf_159) OX[7212] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1265] Block8 Char="e" PDF[1275] -> U158(pdf_159) OX[7213] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1266] Block8 Char="r" PDF[1276] -> U158(pdf_159) OX[7214] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1267] Block8 Char="a" PDF[1277] -> U158(pdf_159) OX[7215] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1268] Block8 Char="p" PDF[1278] -> U158(pdf_159) OX[7216] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1269] Block8 Char="a" PDF[1279] -> U158(pdf_159) OX[7217] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1270] Block8 Char="n" PDF[1280] -> U158(pdf_159) OX[7218] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1271] Block8 Char="g" PDF[1281] -> U159(pdf_160) OX[7219] -> U61(108295) | MATCH new_assignment cnt:1
[1272] Block8 Char="e" PDF[1282] -> U159(pdf_160) OX[7220] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1273] Block8 Char="n" PDF[1283] -> U159(pdf_160) OX[7221] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1274] Block8 Char="e" PDF[1284] -> U159(pdf_160) OX[7222] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1275] Block8 Char="r" PDF[1285] -> U159(pdf_160) OX[7223] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1276] Block8 Char="a" PDF[1286] -> U159(pdf_160) OX[7224] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1277] Block8 Char="t" PDF[1287] -> U159(pdf_160) OX[7225] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1278] Block8 Char="i" PDF[1288] -> U159(pdf_160) OX[7226] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1279] Block8 Char="v" PDF[1289] -> U159(pdf_160) OX[7227] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1280] Block8 Char="e" PDF[1290] -> U159(pdf_160) OX[7228] -> U61(108295) | MATCH continue_existing_assignment cnt:10
[1281] Block8 Char="a" PDF[1291] -> U160(pdf_161) OX[7229] -> U61(108295) | MATCH new_assignment cnt:1
[1282] Block8 Char="i" PDF[1292] -> U160(pdf_161) OX[7230] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1283] Block8 Char="d" PDF[1293] -> U161(pdf_162) OX[7231] -> U61(108295) | MATCH new_assignment cnt:1
[1284] Block8 Char="a" PDF[1294] -> U161(pdf_162) OX[7232] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1285] Block8 Char="l" PDF[1295] -> U161(pdf_162) OX[7233] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1286] Block8 Char="a" PDF[1296] -> U161(pdf_162) OX[7234] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1287] Block8 Char="m" PDF[1297] -> U161(pdf_162) OX[7235] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1288] Block8 Char="b" PDF[1298] -> U162(pdf_163) OX[7236] -> U61(108295) | MATCH new_assignment cnt:1
[1289] Block8 Char="i" PDF[1299] -> U162(pdf_163) OX[7237] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1290] Block8 Char="d" PDF[1300] -> U162(pdf_163) OX[7238] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1291] Block8 Char="a" PDF[1301] -> U162(pdf_163) OX[7239] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1292] Block8 Char="n" PDF[1302] -> U162(pdf_163) OX[7240] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1293] Block8 Char="g" PDF[1303] -> U162(pdf_163) OX[7241] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1294] Block8 Char="p" PDF[1304] -> U163(pdf_164) OX[7242] -> U61(108295) | MATCH new_assignment cnt:1
[1295] Block8 Char="e" PDF[1305] -> U163(pdf_164) OX[7243] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1296] Block8 Char="m" PDF[1306] -> U163(pdf_164) OX[7244] -> U61(108295) | MATCH continue_existing_assignment cnt:3
[1297] Block8 Char="e" PDF[1307] -> U163(pdf_164) OX[7245] -> U61(108295) | MATCH continue_existing_assignment cnt:4
[1298] Block8 Char="r" PDF[1308] -> U163(pdf_164) OX[7246] -> U61(108295) | MATCH continue_existing_assignment cnt:5
[1299] Block8 Char="i" PDF[1309] -> U163(pdf_164) OX[7247] -> U61(108295) | MATCH continue_existing_assignment cnt:6
[1300] Block8 Char="k" PDF[1310] -> U163(pdf_164) OX[7248] -> U61(108295) | MATCH continue_existing_assignment cnt:7
[1301] Block8 Char="s" PDF[1311] -> U163(pdf_164) OX[7249] -> U61(108295) | MATCH continue_existing_assignment cnt:8
[1302] Block8 Char="a" PDF[1312] -> U163(pdf_164) OX[7250] -> U61(108295) | MATCH continue_existing_assignment cnt:9
[1303] Block8 Char="a" PDF[1313] -> U163(pdf_164) OX[7251] -> U61(108295) | MATCH continue_existing_assignment cnt:10
[1304] Block8 Char="n" PDF[1314] -> U163(pdf_164) OX[7252] -> U61(108295) | MATCH continue_existing_assignment cnt:11
[1305] Block8 Char="d" PDF[1315] -> U164(pdf_165) OX[7253] -> U61(108295) | MATCH new_assignment cnt:1
[1306] Block8 Char="o" PDF[1316] -> U164(pdf_165) OX[7254] -> U61(108295) | MATCH continue_existing_assignment cnt:2
[1307] Block8 Char="k" PDF[1317] -> U164(pdf_165) OX[7255] -> U61(108295) | MATCH continue_existing_assignment cnt:3
